pick_year,pick_round,original_team_abbr,current_owner_abbr,last_acquired_from_abbr,last_trade_date,last_trade_title
2028,3,STL,STL,,,
2028,3,TB,TB,,,
2028,3,TEX,TEX,,,
2028,3,TOR,TOR,,,
2028,3,WAS,WAS,,,
2028,4,ARI,ARI,,,
2028,4,ATL,ATL,,,
2028,4,BAL,BAL,,,
2028,4,BOS,BOS,,,
2028,4,CHC,CHC,,,
2028,4,CHW,CHW,,,
2028,4,CIN,CIN,,,
2028,4,CLE,CLE,,,
2028,4,COL,COL,,,
2028,4,DET,DET,,,
2028,4,HOU,HOU,,,
2028,4,KC,KC,,,
2028,4,LAA,LAA,,,
2028,4,LAD,LAD,,,
2028,4,MIA,MIA,,,
2028,4,MIL,MIL,,,
2028,4,MIN,MIN,,,
2028,4,NYM,NYM,,,
2028,4,NYY,NYY,,,
2028,4,OAK,OAK,,,
2028,4,PHI,PHI,,,
2028,4,PIT,PIT,,,
2028,4,SD,SD,,,
2028,4,SEA,SEA,,,
2028,4,SF,SF,,,
2028,4,STL,STL,,,
2028,4,TB,TB,,,
2028,4,TEX,TEX,,,
2028,4,TOR,TOR,,,
2028,4,WAS,WAS,,,
2028,5,ARI,ARI,,,
2028,5,ATL,ATL,,,
2028,5,BAL,BAL,,,
2028,5,BOS,BOS,,,
2028,5,CHC,CHC,,,
2028,5,CHW,CHW,,,
2028,5,CIN,CIN,,,
2028,5,CLE,CLE,,,
2028,5,COL,COL,,,
2028,5,DET,DET,,,
2028,5,HOU,HOU,,,
2028,5,KC,KC,,,
2028,5,LAA,LAA,,,
2028,5,LAD,LAD,,,
2028,5,MIA,MIA,,,
2028,5,MIL,MIL,,,
2028,5,MIN,MIN,,,
2028,5,NYM,NYM,,,
2028,5,NYY,NYY,,,
2028,5,OAK,OAK,,,
2028,5,PHI,PHI,,,
2028,5,PIT,PIT,,,
2028,5,SD,SD,,,
2028,5,SEA,SEA,,,
2028,5,SF,SF,,,
2028,5,STL,STL,,,
2028,5,TB,TB,,,
2028,5,TEX,TEX,,,
2028,5,TOR,TOR,,,
2028,5,WAS,WAS,,,
2028,6,ARI,ARI,,,
2028,6,ATL,ATL,,,
2028,6,BAL,BAL,,,
2028,6,BOS,BOS,,,
2028,6,CHC,CHC,,,
2028,6,CHW,CHW,,,
2028,6,CIN,CIN,,,
2028,6,CLE,CLE,,,
2028,6,COL,COL,,,
2028,6,DET,DET,,,
2028,6,HOU,HOU,,,
2028,6,KC,KC,,,
2028,6,LAA,LAA,,,
2028,6,LAD,LAD,,,
2028,6,MIA,MIA,,,
2028,6,MIL,MIL,,,
2028,6,MIN,MIN,,,
2028,6,NYM,NYM,,,
2028,6,NYY,NYY,,,
2028,6,OAK,OAK,,,
2028,6,PHI,PHI,,,
2028,6,PIT,PIT,,,
2028,6,SD,SD,,,
2028,6,SEA,SEA,,,
2028,6,SF,SF,,,
2028,6,STL,STL,,,
2028,6,TB,TB,,,
2028,6,TEX,TEX,,,
2028,6,TOR,TOR,,,
2028,6,WAS,WAS,,,
2028,7,ARI,ARI,,,
2028,7,ATL,ATL,,,
2028,7,BAL,BAL,,,
2028,7,BOS,BOS,,,
2028,7,CHC,CHC,,,
2028,7,CHW,CHW,,,
2028,7,CIN,CIN,,,
2028,7,CLE,CLE,,,
2028,7,COL,COL,,,
2028,7,DET,DET,,,
2028,7,HOU,HOU,,,
2028,7,KC,KC,,,
2028,7,LAA,LAA,,,
2028,7,LAD,LAD,,,
2028,7,MIA,MIA,,,
2028,7,MIL,MIL,,,
2028,7,MIN,MIN,,,
2028,7,NYM,NYM,,,
2028,7,NYY,NYY,,,
2028,7,OAK,OAK,,,
2028,7,PHI,PHI,,,
2028,7,PIT,PIT,,,
2028,7,SD,SD,,,
2028,7,SEA,SEA,,,
2028,7,SF,SF,,,
2028,7,STL,STL,,,
2028,7,TB,TB,,,
2028,7,TEX,TEX,,,
2028,7,TOR,TOR,,,
2028,7,WAS,WAS,,,
2028,8,ARI,ARI,,,
2028,8,ATL,ATL,,,
2028,8,BAL,BAL,,,
2028,8,BOS,BOS,,,
2028,8,CHC,CHC,,,
2028,8,CHW,CHW,,,
2028,8,CIN,CIN,,,
2028,8,CLE,CLE,,,
2028,8,COL,COL,,,
2028,8,DET,DET,,,
2028,8,HOU,HOU,,,
2028,8,KC,KC,,,
2028,8,LAA,LAA,,,
2028,8,LAD,LAD,,,
2028,8,MIA,MIA,,,
2028,8,MIL,MIL,,,
2028,8,MIN,MIN,,,
2028,8,NYM,NYM,,,
2028,8,NYY,NYY,,,
2028,8,OAK,OAK,,,
2028,8,PHI,PHI,,,
2028,8,PIT,PIT,,,
2028,8,SD,SD,,,
2028,8,SEA,SEA,,,
2028,8,SF,SF,,,
2028,8,STL,STL,,,
2028,8,TB,TB,,,
2028,8,TEX,TEX,,,
2028,8,TOR,TOR,,,
2028,8,WAS,WAS,,,
2028,9,ARI,ARI,,,
2028,9,ATL,ATL,,,
2028,9,BAL,BAL,,,
2028,9,BOS,BOS,,,
2028,9,CHC,CHC,,,
2028,9,CHW,CHW,,,
2028,9,CIN,CIN,,,
2028,9,CLE,CLE,,,
2028,9,COL,COL,,,
2028,9,DET,DET,,,
2028,9,HOU,HOU,,,
2028,9,KC,KC,,,
2028,9,LAA,LAA,,,
2028,9,LAD,LAD,,,
2028,9,MIA,MIA,,,
2028,9,MIL,MIL,,,
2028,9,MIN,MIN,,,
2028,9,NYM,NYM,,,
2028,9,NYY,NYY,,,
2028,9,OAK,OAK,,,
2028,9,PHI,PHI,,,
2028,9,PIT,PIT,,,
2028,9,SD,SD,,,
2028,9,SEA,SEA,,,
2028,9,SF,SF,,,
2028,9,STL,STL,,,
2028,9,TB,TB,,,
2028,9,TEX,TEX,,,
2028,9,TOR,TOR,,,
2028,9,WAS,WAS,,,
2028,10,ARI,ARI,,,
2028,10,ATL,ATL,,,
2028,10,BAL,BAL,,,
2028,10,BOS,BOS,,,
2028,10,CHC,CHC,,,
2028,10,CHW,CHW,,,
2028,10,CIN,CIN,,,
2028,10,CLE,CLE,,,
2028,10,COL,COL,,,
2028,10,DET,DET,,,
2028,10,HOU,HOU,,,
2028,10,KC,KC,,,
2028,10,LAA,LAA,,,
2028,10,LAD,LAD,,,
2028,10,MIA,MIA,,,
2028,10,MIL,MIL,,,
2028,10,MIN,MIN,,,
2028,10,NYM,NYM,,,
2028,10,NYY,NYY,,,
2028,10,OAK,OAK,,,
2028,10,PHI,PHI,,,
2028,10,PIT,PIT,,,
2028,10,SD,SD,,,
2028,10,SEA,SEA,,,
2028,10,SF,SF,,,
2028,10,STL,STL,,,
2028,10,TB,TB,,,
2028,10,TEX,TEX,,,
2028,10,TOR,TOR,,,
2028,10,WAS,WAS,,,
2028,11,ARI,ARI,,,
2028,11,ATL,ATL,,,
2028,11,BAL,BAL,,,
2028,11,BOS,BOS,,,
2028,11,CHC,CHC,,,
2028,11,CHW,CHW,,,
2028,11,CIN,CIN,,,
2028,11,CLE,CLE,,,
2028,11,COL,COL,,,
2028,11,DET,DET,,,
2028,11,HOU,HOU,,,
2028,11,KC,KC,,,
2028,11,LAA,LAA,,,
2028,11,LAD,LAD,,,
2028,11,MIA,MIA,,,
2028,11,MIL,MIL,,,
2028,11,MIN,MIN,,,
2028,11,NYM,NYM,,,
2028,11,NYY,NYY,,,
2028,11,OAK,OAK,,,
2028,11,PHI,PHI,,,
2028,11,PIT,PIT,,,
2028,11,SD,SD,,,
2028,11,SEA,SEA,,,
2028,11,SF,SF,,,
2028,11,STL,STL,,,
2028,11,TB,TB,,,
2028,11,TEX,TEX,,,
2028,11,TOR,TOR,,,
2028,11,WAS,WAS,,,
2028,12,ARI,ARI,,,
2028,12,ATL,ATL,,,
2028,12,BAL,BAL,,,
2028,12,BOS,BOS,,,
2028,12,CHC,CHC,,,
2028,12,CHW,CHW,,,
2028,12,CIN,CIN,,,
2028,12,CLE,CLE,,,
2028,12,COL,COL,,,
2028,12,DET,DET,,,
2028,12,HOU,HOU,,,
2028,12,KC,KC,,,
2028,12,LAA,LAA,,,
2028,12,LAD,LAD,,,
2028,12,MIA,MIA,,,
2028,12,MIL,MIL,,,
2028,12,MIN,MIN,,,
2028,12,NYM,NYM,,,
2028,12,NYY,NYY,,,
2028,12,OAK,OAK,,,
2028,12,PHI,PHI,,,
2028,12,PIT,PIT,,,
2028,12,SD,SD,,,
2028,12,SEA,SEA,,,
2028,12,SF,SF,,,
2028,12,STL,STL,,,
2028,12,TB,TB,,,
2028,12,TEX,TEX,,,
2028,12,TOR,TOR,,,
2028,12,WAS,WAS,,,
